,Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-JUSXED-03-a,C13H11N3O1,3,O-N-N,-2,True,439aaaae685701c13dbaedc1d4a5aa19,1,JUSXED,Ni(1)
Ligand 1,unq_CSD-SIMFOL-02-a,C11H10N2,2,N-N,0,True,dd81f2aa2f128874f8dd2afe52d7ad93,16,"SIMFOL, CASYEB, MPYHGA10, GIYPEM, VAMYUF, ... (11 more)","Pt(6), Cu(2), Ru(2), Pd(2), Re(1), ... (3 more)"
Ligand 2,unq_CSD-WEZBIO-01-a,C5H10N4,1,N,0,True,b04c4106be1efbbc808605f6af731aeb,18,"WEZBIO, WEZBIO, WEZBIO, WEZBIO, WEZBIO, ... (13 more)","Fe(12), Ni(6)"
