Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
unq_CSD-SURZUC-03-a,C13H9N1O2,3,N-O-O,-2,True,5f683000dd176f04656a7916066db273,65,"SURZUC, SURZUC, SUXLON, CIKTAR, TUQQOL, ... (60 more)","Ni(12), Fe(11), Mo(11), Cu(10), Re(5), ... (9 more)"
unq_CSD-SUSTIJ-03-a,C11H14N1O3,3,O-O-N,-1,True,209ab1117b25dadbcd929eedc77149d5,10,"SUSTIJ, SUSTIJ01, SUSTOP, SUSTOP, SUSTOP01, ... (5 more)","Ni(7), Cu(3)"
unq_CSD-SUTLIC-02-a,C11H13N3,2,N-N,0,True,195c47c306b137bb9eee3834719c7f9d,11,"SUTLIC, SUTLIC, UZAWOI, VOWXIQ, DEHKOS, ... (6 more)","Cu(5), Co(2), W(1), Fe(1), Cd(1), ... (1 more)"
unq_CSD-SUTWAH-01-f,C7H6N2,1,N,0,True,75dec222c1526a4d47552562ca7582f4,18,"SUTWAH, LUXFER, LUXFER, BIFXAP, BIFXAP, ... (13 more)","Pd(3), Co(3), Pt(3), Ru(2), Zn(2), ... (4 more)"
unq_CSD-SUVCOB-01-d,C5H12N2,1,N,0,True,bcbb65f022a4fd4cdea990d253f4fc89,8,"SUVCOB, YAKYUE, YAKYUE, VIDFIZ, HEQXEI, ... (3 more)","Pd(2), Zn(2), Pt(2), Co(1), V(1)"
unq_CSD-SUVYOA-03-a,C8H14N1O2,3,O-N-O,-1,True,2ae9d0265ca401528b3b964a82f1d328,2,"SUVYOA, SUVYOA",Ni(2)
unq_CSD-SUVZEP-02-a,C4H10N4,2,N-N,0,True,13368abdff8b9be5a4641660eb17bcfe,17,"SUVZEP, SUVZEP, SUVZEP, QEFPEW, GANKAI, ... (12 more)","Rh(4), Mn(3), Ni(3), Zn(3), Cd(3), ... (1 more)"
unq_CSD-SUVZIT-03-a,C9H6N3O3S1,3,N-N-O,-1,True,ff4a758566b6d16d0461c21327352c3e,9,"SUVZIT, SUVZIT, WABTUQ, SEYTIA, SEYTIA, ... (4 more)","Cu(2), Ni(2), Zn(2), Co(2), Pd(1)"
unq_CSD-SUXTEL-03-a,C8H8N3O2S1,3,S-O-N,-1,True,802392821b82d3dc70f84579363dd3bb,1,SUXTEL,Ni(1)
unq_CSD-SUXVIR-01-d,C13H9N1,1,N,0,True,11e4d2f9551f2b4049b67f6eeab9a847,23,"SUXVIR, SUXVIR01, SUYDIA, SUYDIA, LUZCOA, ... (18 more)","Pd(11), Pt(7), Ag(2), Zn(1), Au(1), ... (1 more)"
unq_CSD-SUXYUG-01-b,C7H12N2,1,C,0,True,1eb65f7ce6c56dee50d8cebe1da37515,25,"SUXYUG, YIVDIQ, YIVDIQ, GOLMAX, DENREU, ... (20 more)","Ru(11), Ni(4), Rh(3), Cu(2), Fe(2), ... (2 more)"
unq_CSD-SUXZUI-03-a,C10H11N3O1S1,3,S-O-N,-2,True,dd6dceb8d3729f1aaa4d86f89e305e36,1,SUXZUI,Ni(1)
unq_CSD-SUYCIA-02-a,C13H10N2O2,2,N-N,0,True,6bec996d6586340b88f3a9cbcb08f20a,17,"SUYCIA, SUYCIA, SUYCUM, SUYCUM, SUYCUM01, ... (12 more)","Ni(4), Cu(4), Co(4), Ru(3), Mn(2)"
unq_CSD-SUZVOB-01-c,C10H10N2,1,N,0,True,a0e3b90d431a3c6849c9c4720b48f073,44,"SUZVOB, SUZVOB, SUZVOB, SUZVOB, SUZVUH, ... (39 more)","Co(19), Ni(8), Mn(6), Pd(4), Cd(3), ... (3 more)"
unq_CSD-TACCUN-03-a,C6H15N3,3,N-N-N,0,True,ad9fd7a68fccda21eb23a81cb265b49d,22,"TACCUN, TACCUN, TACNIN, TACNIN, LUXJUJ, ... (17 more)","Ru(10), Ni(4), Cu(3), Fe(2), Co(2), ... (1 more)"
unq_CSD-TACVEZ-03-a,C15H13,3,C-C-C,-1,True,9f527aab1752952d3cc48f5092d34416,41,"TACVEZ, TEJBOA, MALTID, CAFFAR, MUKBUP, ... (36 more)","Pd(40), Pt(1)"
unq_CSD-TAFPIA-03-a,C5H9,3,C-C-C,-1,True,f6f6281abd5d6cf33ff352924ad1449f,10,"TAFPIA, YABVOO, YABVUU, GEBQEJ, LEDLEL, ... (5 more)","Pd(9), Ni(1)"
unq_CSD-TAFZAF-03-a,C9H9,3,C-C-C,-1,True,5a62bd69d732ced0756b3d1417ac380d,73,"TAFZAF, LIHDAJ, LIHDEN, LIHDIR, LIHDOX, ... (68 more)","Pd(59), Ir(6), Rh(3), Ni(3), Os(1), ... (1 more)"
unq_CSD-TAHZEK-02-a,C11H9N2O3S1,2,N-N,-1,True,b1facc81b8d27be19aa1ba5736b61813,4,"TAHZEK, XORZEK, OCIJER, OCIJIV","Pt(3), Pd(1)"
unq_CSD-TAJRAB-02-a,C6H6N2O1,2,N-N,0,True,34f5f2f0766294daa68738c018da48b5,32,"TAJRAB, TAJRAB, MEFYEC, BURCAV, TIQZEZ, ... (27 more)","Zn(6), Ag(5), Pd(4), Mn(4), Cu(3), ... (7 more)"
unq_CSD-TAJTED-02-a,C6H14N2O2,2,N-N,0,True,01a536c5cb6f60e0a31e9d4379e39828,1,TAJTED,Pt(1)
unq_CSD-TAKJEV-01-b,C2H5N5,1,N,0,True,9fde85ef00f0d730f2817690e1118673,16,"TAKJEV, VIFSOU, VIFSOU, DOPTUY, DOPTUY, ... (11 more)","Cu(10), Ag(3), Pd(2), Co(1)"
unq_CSD-TAKJEY-02-a,C9H8N2,2,N-N,0,True,c6e9c62fb70a352a69a9b212f0586036,72,"TAKJEY, MACQOX, BINZOQ, BINZOQ, BINZOQ, ... (67 more)","Fe(26), Cd(10), Cu(7), Mn(6), Zn(6), ... (9 more)"
unq_CSD-TAKSON-01-d,C10H9N1,1,N,0,True,bbf308f3484671bf35417fae70c4d6f7,6,"TAKSON, CAMTOC, YAHVAE, YIJVIZ, UQEKIN, ... (1 more)","Au(2), Ir(1), Pd(1), Rh(1), Pt(1)"
unq_CSD-TAKXIN-02-a,C12H12N4,2,N-N,0,True,303eea91f0ac3fc31417a286a0486e23,5,"TAKXIN, TAKXIN, LOXYOM, LOXYOM, EJEMIP","Co(2), Ni(2), Cu(1)"
unq_CSD-TALJEW-02-a,C12H10N5,2,N-N,-1,True,f161cc3cb090f22d7613d60f285a0faa,8,"TALJEW, TALJEW, TALJIA, TALJIA, TALJOG, ... (3 more)","Ni(6), Cu(2)"
unq_CSD-TALKOJ-02-a,C12H11N3O1,2,N-N,0,True,acffcafc0aa15650ae415b848b7f2634,11,"TALKOJ, TALKOJ, UBUXAT, UBUXAT, UBUXEX, ... (6 more)","Ni(5), Co(3), Mn(2), Cu(1)"
unq_CSD-TALMEZ-01-a,C9H13N1,1,N,0,True,8091f8d821e1581fe6228235fdedd508,141,"TALMEZ, TALMUR, TALNUS, TALNUS, LIQZUJ, ... (136 more)","Co(34), Fe(19), Cd(13), Mn(12), Ni(10), ... (10 more)"
unq_CSD-TAMTAR-03-a,C5H15N3,3,N-N-N,0,True,e3187beeb9ab013076bdd5f4e0112611,35,"TAMTAR, TAMTAR, UDASIF, UDASIF, UDASIF01, ... (30 more)","Fe(24), Ni(4), Re(4), Co(2), Cr(1)"
unq_CSD-TAMZEP-01-a,C7H9N1,1,N,0,True,bd9d689aad277c76969e4b22329846ed,50,"TAMZEP, TAMZEP, LIYGUV, LIYGUV, NADTUH, ... (45 more)","Co(24), Mn(4), Ni(4), Fe(4), Zn(3), ... (6 more)"
unq_CSD-TANPII-02-a,C1H3N4O1,2,N-N,-1,True,a25f0c4e42bd51c0c43bed7d81a4d9d7,12,"TANPII, TANPII, MAHFEH, MAHFEH, MAHFEH, ... (7 more)","Co(8), Ni(2), Cu(2)"
unq_CSD-TAPDIY-02-a,C6H5N2O1,2,N-N,-1,True,7ae342a29ff4630bcad9a47a7ab2bc88,27,"TAPDIY, TAPDIY, TAPDIY, MEXGUT, TIQZEZ, ... (22 more)","Co(13), Ni(6), Pd(3), Ir(2), Pt(2), ... (1 more)"
unq_CSD-TAPDOE-02-a,C7H7N2O1,2,N-N,-1,True,6c0bbd3d079eb0bdff0ef037f4871377,9,"TAPDOE, TAPDOE, TAPDOE, YIQSIB, KIVKOR, ... (4 more)","Cu(4), Co(3), Mn(1), Pt(1)"
unq_CSD-TAPRUA-02-a,C13H12N2,2,N-N,0,True,241cb3e7f055902efd5ec578b3f1e0bd,34,"TAPRUA, CERFUD, MIJBAL, MIJBAL, MIJBAL, ... (29 more)","Ru(13), Zn(7), Re(4), Cu(3), Ni(3), ... (3 more)"
unq_CSD-TAPWAK-01-b,C12H12N2,1,N,0,True,1612de66eb0614ebd4b1325316066674,2,"TAPWAK, TAPWAK",Pd(2)
unq_CSD-TAQLED-01-a,C3H3N1,1,N,0,True,30bf1beb76d9dbeccd5e4259c0994a7c,9,"TAQLED, TAQLED, MAWCUI, AZINIH, AZINIH, ... (4 more)","Cu(2), Ru(2), Ni(2), W(1), Co(1), ... (1 more)"
unq_CSD-TARHIF-02-a,C6H7N3S1,2,N-N,0,True,b7b3173b6480b9d09dfbdb9337e35ad7,9,"TARHIF, TARHIF, TARHOL, TARHOL, TEFQIF, ... (4 more)","Ni(4), Co(2), Cd(2), Pt(1)"
unq_CSD-TARHUR-02-a,C7H9N3S1,2,N-N,0,True,5ef0c4daccd9b2f4c8677c703ca3fbda,8,"TARHUR, TARHUR, TARJAZ, TARJAZ, YEGRAF, ... (3 more)","Ni(4), Cu(2), Zn(1), Pt(1)"
unq_CSD-TARKII-02-a,C6H14N4O1,2,N-N,0,True,21574c389e168ef65dbc2d6103388f45,4,"TARKII, TARKII, LAXHEA, LAXHEA","Cu(2), Ni(2)"
unq_CSD-TARWEQ-03-a,C11H15N2S1,3,N-N-S,-1,True,596a3d08e0b1af43ce8de1ba4ed58798,11,"TARWEQ, TARWIU, TARWOA, TARXUH, ZESHAJ, ... (6 more)",Ni(11)
unq_CSD-TASPIP-02-a,C12H8N2S1,2,N-N,0,True,d664ac97cc56fc3f066fb50b8d9530e6,42,"TASPIP, TAVFEE, TAVFOO, LORLIO, LORLIO01, ... (37 more)","Cu(13), Re(10), Mn(4), Pt(4), Ni(2), ... (7 more)"
unq_CSD-TAWMEK-03-a,C10H15N3,3,N-N-N,0,True,436e7917da871c67aa88d52acb4ee602,15,"TAWMEK, BPAZHZ, KERQAZ, DAYSAY, UKIMAF, ... (10 more)","Zn(6), Cu(3), Cd(2), Pt(1), Co(1), ... (2 more)"
unq_CSD-TAWMUB-02-a,C10H14N4,2,N-N,0,True,d4f28de5327bfed68b03ff803c477af0,20,"TAWMUB, BACLIC, CEMWAS, CEMWAS, CEMWEW, ... (15 more)","Co(6), Zn(5), Ni(3), Ru(2), Cu(2), ... (2 more)"
unq_CSD-TAWNAI-01-c,C15H12N2,1,N,0,True,98106b9aad06eb2c00b3c8f6cfd8e984,39,"TAWNAI, LUXPUR, LUXPUR, YASBAX, YASBAX, ... (34 more)","Co(13), Zn(8), Ni(8), Cu(6), Ru(2), ... (1 more)"
unq_CSD-TAWNIR-01-a,C10H10N2,1,C,0,True,e94f4b83074887650a530b32adc6613a,3,"TAWNIR, LISQEK, LISQIO","Pt(2), Au(1)"
unq_CSD-TAZCOM-02-a,C3H7N3S1,2,N-N,0,True,654812fb81aba885aba88cf1b4bf1176,7,"TAZCOM, TAZCOM, REXKIO, REXKIO, RUGQOZ, ... (2 more)","Co(3), Ni(2), Zn(2)"
unq_CSD-TAZCPD-01-b,C9H9N1,1,N,0,True,2616a868c23a9e9dc4bec67ed999976c,4,"TAZCPD, TAZCPD, BOFHUA, BOFHUA","Pd(2), Re(2)"
unq_CSD-TAZRIX-01-b,C7H9N1,1,N,0,True,26a6a4599ea6568f433cea797a80b08f,82,"TAZRIX, TAZRIX, AZAQIB, BUSNOS, BUWNAK, ... (77 more)","Pd(18), Co(14), Ni(8), Ru(7), Ag(7), ... (8 more)"
unq_CSD-TEDPEZ-02-a,C8H8N6,2,N-N,0,True,285c5fb2fd0d38007c29239a21d2065f,30,"TEDPEZ, MIRPOU, MULKEL, JOGPAY, JOGPAY, ... (25 more)","Dy(6), Cu(4), Zn(4), Co(4), Ag(4), ... (4 more)"
unq_CSD-TEFCOW-03-a,C8H9N3O2,3,O-O-N,0,True,749d7b62b045fdd42e58f4ea1f8d7cb0,2,"TEFCOW, TEFCOW",Ni(2)
unq_CSD-TEFNOJ-01-a,C9H13N1,1,N,0,True,51ce2c95fdaa04c07c61076503ba8a48,6,"TEFNOJ, LIYJUY, UDEPAV, GUQDIG, IFAZOF, ... (1 more)","Cu(2), Ru(2), Re(1), Pd(1)"
unq_CSD-TEGKOF-03-a,C14H11N1O2,3,O-O-N,-2,True,314675d860646446ae474126d6a7e234,6,"TEGKOF, TEKZAK, AXAZII, UBOZAP, GOVBEA, ... (1 more)","Ni(2), Mo(2), Co(2)"
unq_CSD-TEJXIP-02-a,C4H4N3O2,2,N-N,-1,True,4054dcc40fe3b26addcaa62937fe1f9b,15,"TEJXIP, NAFJOT, NAFJOT, DAQJEK, FOZGOR, ... (10 more)","Cu(7), Ni(6), Co(2)"
unq_CSD-TEJYAJ-01-a,C3H5N1,1,C,0,True,1c86dc03854e82bf3b53599f7e5f987a,11,"TEJYAJ, TEJYAJ, MURFEN, TILKAA, TILKAA, ... (6 more)","Pt(2), Re(2), Au(2), Ir(2), Cr(1), ... (2 more)"
unq_CSD-TEKQEI-02-a,C14H10N2,2,N-N,0,True,9e26f839b93d4e5acc6f02ea0bc80ad4,21,"TEKQEI, TEZGAJ, UDUYOJ, UDUYOJ, CPYQAU, ... (16 more)","Fe(11), Ru(3), Co(3), Cu(2), Au(1), ... (1 more)"
unq_CSD-TEKYUD-02-a,C10H12N3O2,2,N-N,-1,True,0f2e723499fd7c6c662d678478062cc4,2,"TEKYUD, TEKYUD",Ni(2)
unq_CSD-TELFOI-03-a,C10H10N3S2,3,N-N-S,-1,True,af890c99cb0290e67df05539922b8a1d,11,"TELFOI, TELFOI, EJUKAX, XASSER, XASSER, ... (6 more)","Ni(4), Mn(4), Cd(2), Pd(1)"
unq_CSD-TELSEK-03-a,C11H9N5,3,N-N-N,0,True,243cc743328a2c37e98e81ec248350be,157,"TELSEK, MITJIJ, MITJIJ, MOLVEO, MOLVIS, ... (152 more)","Fe(130), Eu(9), Cu(4), Gd(4), Ru(3), ... (4 more)"
unq_CSD-TEMWAM-03-a,C13H12N3O1,3,N-N-O,-1,True,e913e703ad3d8c33bb8955bf62c79a52,2,"TEMWAM, JOWCUW",Pt(2)
unq_CSD-TEPGIH-01-c,C7H6N4,1,C,0,True,a38f7f2eebf3af8566a63bc2060cd45d,7,"TEPGIH, BOCPEP, BOCPEP, BOCPEP01, BOCPEP01, ... (2 more)","Pd(5), Mo(1), Ru(1)"
unq_CSD-LEZSOZ-02-a,C5H12N2,2,N-N,0,True,bc0249ab77d34c995d6b57dcc9722661,12,"LEZSOZ, LEZSOZ, LEZSOZ01, LEZSOZ01, MIDMOC, ... (7 more)","Ni(6), Cu(2), Pt(2), Ru(1), Pd(1)"
unq_CSD-LICBEH-02-a,C4H11N5,2,N-N,0,True,2073f5cdcfb5f7915deb1127adca966c,21,"LICBEH, PUTWOT, PUTWOT, PUTWOT, GOYMUC, ... (16 more)","Cu(11), Ni(4), Co(3), Tc(2), Pt(1)"
unq_CSD-LICKIU-01-c,C5H10N2,1,N,0,True,d73f7d14dad38c9b60f6cfb5f6bd044a,15,"LICKIU, LICKIU, LOQTAO, LOQTES, LOQTES, ... (10 more)","Pt(6), Re(2), Cr(2), Ru(2), Mn(1), ... (2 more)"
unq_CSD-LIFDEJ-02-a,C9H12N2O1,2,N-N,0,True,b5b8c886699fe66f64c21d87940c9ed0,4,"LIFDEJ, BUBPAS, PUYQOR, ALOBEK","Pd(2), Ru(1), Re(1)"
unq_CSD-LIFFOV-01-e,C9H7N1,1,N,0,True,7b4f068e6b6efbd1edb67cc7100ee02a,106,"LIFFOV, LIFFOV, LIMVIM, LIMVIM, LUDPOR, ... (101 more)","Ni(27), Cr(24), Cu(14), Zn(8), Fe(8), ... (8 more)"
unq_CSD-LIGGOX-01-a,C6H8N2,1,N,0,True,4dab00a597cb1655c23e57ea5e469c79,13,"LIGGOX, BEPTEV, DAYQUR, LERXEO, EDUTII, ... (8 more)","Zn(3), Pd(2), Cu(2), Ru(2), Co(2), ... (1 more)"
unq_CSD-LIGKUI-03-a,C9H9N3O1S1,3,S-O-N,-2,True,d6eea3d6ce95b16a3e5a44a2b616ce13,5,"LIGKUI, MITFUR, KEJBAE, DEGNOU, SIDDIT","Ni(2), Pt(1), Pd(1), Ir(1)"
unq_CSD-LIHHAN-01-a,C7H6N2,1,N,0,True,cdad6cd6142201501fb1e2f0d08200ec,18,"LIHHAN, LIHHAN, LIHHAN, LIHHAN, KIDHOX, ... (13 more)","Pd(12), Re(4), Co(2)"
unq_CSD-LIHYOQ-01-b,C3H8N2,1,N,0,True,13525b8290e198d773d4124411293d41,2,"LIHYOQ, LIHYOQ",Pt(2)
unq_CSD-LIJFAO-01-a,C7H5N1,1,N,0,True,ce59f9cf8b6a1d17cf1a6bb1d1193748,7,"LIJFAO, EHIVOI, EHIVUO, WOJNAM, WUCXOJ, ... (2 more)","Ru(4), Re(2), Pd(1)"
unq_CSD-LIJHUH-01-d,C9H13N1,1,N,0,True,01ed10d6db03eb364a33cbf0bc557134,15,"LIJHUH, MEMQIF, MEMQIF, YAFXEL, YAFXEL, ... (10 more)","Pd(7), Ag(4), Zn(3), W(1)"
unq_CSD-LIKVOQ-03-a,C7H15N1S3,3,S-S-N,-2,True,859ec15febd83018462656d0fb07812b,3,"LIKVOQ, LIKXEI, JUXZOR","Re(2), Ni(1)"
unq_CSD-LILBOY-03-a,C13H11N4S1,3,S-N-N,-1,True,7a67de6acea54d3d3317adc06b5f238e,12,"LILBOY, LILBOY, HECWEU, HECWEU, WONYUW, ... (7 more)","Mn(4), Cd(4), Co(2), Zn(1), Ni(1)"
unq_CSD-LILMOJ-01-a,C2H5N1,1,N,0,True,0fc15adb7c4a68698f461253eb1a35ca,12,"LILMOJ, LILMOJ, MIWLUA, MIWLUA, HIHGIP, ... (7 more)","Ru(4), Ni(4), Zn(2), Pd(2)"
unq_CSD-LILMUP-01-a,C4H9N1,1,N,0,True,ac5e6c81edd3e494d2b2d7ef5a714e40,18,"LILMUP, LILMUP, HIHFUA, HIHFUA, HIHGAH, ... (13 more)","Re(5), Zn(4), Ru(2), Co(2), Pd(2), ... (2 more)"
unq_CSD-LILVIM-01-b,C11H9N1,1,N,0,True,9d145dac616a597a52977dc8d501215f,31,"LILVIM, BODKAJ, BODPOC, BODPOC, MUGXOE, ... (26 more)","Pt(12), Cu(5), Pd(5), Ni(3), Zn(2), ... (3 more)"
unq_CSD-LIMJOH-02-b,C11H15N2,2,N-N,-1,True,7bafc5a4be86ba5589b15220a2128ddd,11,"LIMJOH, LIMKAU, LUHXOE, LUHXOE, LUHYAR, ... (6 more)","Ti(3), Cu(2), Pd(2), Pt(2), Zr(1), ... (1 more)"
unq_CSD-LIMMIF-03-a,C16H11N2,3,N-N-C,-1,True,9b0e1f62bdce7be4926f52e72c503af2,26,"LIMMIF, MAGCOQ, KEPSAB, KEPSEF, KEPSIJ, ... (21 more)","Pt(13), Ni(5), Fe(2), Ir(2), Os(1), ... (3 more)"
unq_CSD-LIPBET-03-a,C14H11N1O3,3,O-O-N,-2,True,d9afce0f7e1e7d32146d059279e39a69,13,"LIPBET, TUZHAZ, TUZPIP, TUZVER, TUZVIV, ... (8 more)","Ni(3), Cu(2), Fe(2), V(2), Zr(1), ... (3 more)"
unq_CSD-LIQNIK-03-a,C13H12N3O1,3,N-C-N,-1,True,342bf6490f282700a448aa7bfc6240ad,1,LIQNIK,Pd(1)
unq_CSD-LIRJOL-03-a,C12H11N2O1,3,O-N-N,-1,True,2ece4dbf0fd6dc0ce28b7bb3605a0012,3,"LIRJOL, WIFPEJ, WIFPIN","Pt(2), W(1)"
unq_CSD-LIRYOD-01-a,C4H4N2,1,N,0,True,92ed76831202a09bc773856f60cec282,37,"LIRYOD, LIRYOD, LONZOE, BUCVIF, BUCVIF, ... (32 more)","Cu(7), Pt(6), Ru(4), Re(4), Co(4), ... (4 more)"
unq_CSD-LIRYUI-01-a,C6H10N2,1,N,0,True,8a3069fcef88a26a47a4ea76e4ee7a58,11,"LIRYUI, LIRYUI, LIRYUI, LIRYUI, AZIPAB, ... (6 more)","Cu(8), Zn(2), Ni(1)"
unq_CSD-LIVBEA-01-c,C9H10N2,1,C,0,True,5ea734cc026415cd60c7de235209cf73,1,LIVBEA,Pd(1)
unq_CSD-LIVBIB-02-a,C10H8N6,2,N-N,0,True,7a7978fafa7b3d13f5c73f244673a0af,11,"LIVBIB, WUCSEV, WUCSEV, WUCSIZ, WUCSIZ, ... (6 more)","Fe(10), Pd(1)"
unq_CSD-LIVCEB-01-a,C14H12N2,1,C,0,True,18dc77b86ca7bdd6c442c0ac4be5b988,3,"LIVCEB, EYEXIS, AJAZIV","Pd(2), Ir(1)"
unq_CSD-LIVMUZ-03-a,C10H8N3O1S2,3,N-O-S,-1,True,05ea159e9b2697d096aa734796d5b537,4,"LIVMUZ, LIVMUZ, EPOFIZ, EPOFIZ","Ni(2), Co(2)"
unq_CSD-LIYCIH-02-a,C3H8N2O1,2,N-N,0,True,fdfca78b22a87b31584b4b2bc25bec46,2,"LIYCIH, LIYCIH",Ni(2)
unq_CSD-LIYCON-03-a,C6H13N3O2,3,N-N-N,0,True,f47fabce9d35dd28f4cb86578fece907,2,"LIYCON, LIYCON",Ni(2)
unq_CSD-LIYPEP-02-a,C8H17N2,2,N-N,-1,True,1444d68416d3f7ca0a17858a190aebfd,73,"LIYPEP, LIYPEP, LIYPEP, BACMAV, CALPIR, ... (68 more)","Th(39), Ru(8), Hf(5), U(3), Zr(3), ... (8 more)"
unq_CSD-LOBPOI-01-c,C4H5N3,1,N,0,True,bdc1ec79a4685ef1d713449227582deb,61,"LOBPOI, LOBPOI, BADXOT01, BADXOT01, MUDQEJ, ... (56 more)","Co(15), Cu(13), Ni(13), Zn(9), Cd(4), ... (3 more)"
unq_CSD-LOFFUI-02-a,C14H10N4,2,N-N,0,True,ab64d303c5a5e391bedf02765dd7a34d,31,"LOFFUI, LOFFUI, LOFFUI, LOGMEC, LOTVAR, ... (26 more)","Cu(8), Co(6), Ni(6), Ru(4), Mn(3), ... (3 more)"
unq_CSD-LOFMOL-01-d,C9H8N4,1,N,0,True,1feaaf7dc5fe608343b9a0ab32fcba4c,2,"LOFMOL, LOFMOL",Ni(2)
unq_CSD-LOFTOS-01-b,C8H8N2,1,N,0,True,e0f8001785a5637df6e1f368664ec117,20,"LOFTOS, LOFTOS, LULRAM, LULRAM, LULREQ, ... (15 more)","Co(6), Cu(3), Pd(2), Zn(2), Cd(2), ... (3 more)"
unq_CSD-LOFVEJ-01-d,C6H15N1,1,N,0,True,cf066ccbe47280bee4868f72f2f441c8,17,"LOFVEJ, LOFVEJ01, MAHVAT, BABYEL, CAMJOR, ... (12 more)","Pd(9), Cu(3), Ni(1), Zn(1), Ag(1), ... (2 more)"
unq_CSD-LOFYIP-03-a,C13H10N3O1,3,O-N-N,-1,True,0dd87009400614139cf9d1b4b56c7cc3,28,"LOFYIP, LOFYIP, QOJLIL, EBUZAC, EFOFEK, ... (23 more)","Ni(8), Mn(6), Cu(4), Ru(3), Zn(2), ... (3 more)"
unq_CSD-LOGRUV-02-a,C6H16N2O2,2,N-N,0,True,751ac00e7af0f280a11bd2ba69151a6f,2,"LOGRUV, NENVOR","Pt(1), Ni(1)"
unq_CSD-LOGTEJ-02-a,C12H10N2O1,2,N-N,0,True,34e4bc23995787bb6270571a2c68babf,18,"LOGTEJ, LOGTEJ, GOLHEW, USUYAK, ZANSIS, ... (13 more)","Cd(5), Nd(3), Sm(3), Cu(2), Ni(2), ... (3 more)"
unq_CSD-LOHLEB-01-c,C7H9N1,1,N,0,True,d2286610c151f3ce0a85ec04cf8ac4d7,11,"LOHLEB, LOHLEB, AZEYOV, AZEYOV, FAXNIC, ... (6 more)","Ag(6), Cd(2), Cu(2), Pd(1)"
unq_CSD-LOKPEI-01-a,C11H9N3,1,N,0,True,a028374c6938be68ecbfc02cde3dce44,19,"LOKPEI, LOKPEI, MEDDUU, XANPOU, XANPOU, ... (14 more)","Ag(12), Co(2), Ru(2), Pt(2), W(1)"
unq_CSD-LONXOC-03-a,C8H9N4S1,3,S-N-N,-1,True,a71671552e114d4ebe56abc7f4d0f3aa,23,"LONXOC, CAGCET, MOYROH, MOYRUN, YEGMUS, ... (18 more)","Co(5), Cu(3), Pt(3), U(2), Pd(2), ... (5 more)"
unq_CSD-LONXUI-03-a,C9H11N4S1,3,S-N-N,-1,True,a31a17800bb22b68e132d6b76441dd9f,20,"LONXUI, FUWCUW, FUWCUW, UYAHOS, UYAHOS, ... (15 more)","Cu(8), Fe(2), Mn(2), Re(2), Pd(2), ... (3 more)"
unq_CSD-LOPYUN-02-b,C12H12N2O1,2,N-N,0,True,df787fc4736f9dad4f5b426cddf28de4,6,"LOPYUN, MEXCIE01, MEXDEB, WIFPUZ, WIFQIO, ... (1 more)",Pt(6)
unq_CSD-LOQGOQ-02-a,C12H8N4O1,2,N-N,0,True,f7b7b6ffa3679e63d4460763cace3159,24,"LOQGOQ, LOQGOQ, LOQGUW, LOQGUW, MOJXUG, ... (19 more)","Cu(8), Pt(7), Co(4), Fe(4), Ru(1)"
unq_CSD-LOQTUH-02-a,C4H9N3,2,N-N,0,True,521f52587e7d7d914864706b2e37f83c,27,"LOQTUH, CABWEJ, CABWEJ, CIDVUG, MUXWOT, ... (22 more)","Pt(20), Ni(4), V(2), Pd(1)"
unq_CSD-LOQVAP-02-a,C6H13N3,2,N-N,0,True,1fb72f814945298d5fa1dcb8d07daa16,2,"LOQVAP, LOQVOD",Pt(2)
unq_CSD-LOQVIX-01-a,C3H8N2,1,N,0,True,a01c95df1ba65a58139afdb77a954b88,6,"LOQVIX, LOQVIX, HOJRAA, HOJRAA, XUSFUM, ... (1 more)",Pt(6)
unq_CSD-LOQVUJ-01-b,C3H5N1,1,N,0,True,cb0b1b97e704f5255f341dbce54ba1bf,67,"LOQVUJ, MATSIJ, AZINON, AZINON, BUTWOF, ... (62 more)","Pt(24), Mo(11), Ru(8), W(6), Fe(5), ... (7 more)"
unq_CSD-LOQWUJ-01-a,C3H7N1,1,C,0,True,2d5b1e266f99188cf44835e71a10392b,8,"LOQWUJ, BELXEV, YOJZIG, KIZFUU, WOLWID, ... (3 more)","Pt(6), Pd(1), Au(1)"
unq_CSD-LOQXAQ-03-a,C9H11O6,3,C-C-C,-1,True,492d694e0c33b92c320990d620f5fd8e,1,LOQXAQ,Pt(1)
unq_CSD-LOTMOW-01-b,C5H7N3,1,N,0,True,e54060711ccabd3187d83af44a99bf77,6,"LOTMOW, LOTMUC, UBEDEK, CUXRIW, CUXRIW, ... (1 more)","Pt(3), Ag(3)"
unq_CSD-LUBRAB-03-a,C12H9N2O1,3,O-N-N,-1,True,7c28047279ff6c9fcc9723236246bbc0,20,"LUBRAB, CEPNUJ, CEPPAR, MIDLAM, MIDLAM, ... (15 more)","Pd(7), Cu(7), Cd(2), Ni(2), Fe(2)"
unq_CSD-LUBREF-03-a,C13H11N2S1,3,S-N-N,-1,True,2b8a88c7ce62f531e0394d585dff7162,1,LUBREF,Pd(1)
