,Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-DELZIH-03-a,C8H9N3S2,3,S-N-C,-2,True,dab120ad7e209475a0f15127007072d9,4,"DELZIH, DELZON, OXUZEN, OXUZEN01","Pd(2), Pt(1), Au(1)"
Ligand 1,unq_CSD-POWTAW-02-a,C10H14N2,2,N-N,0,True,bee1466b28259571c1424edd3453880c,14,"POWTAW, POWTAW, TEKZUH, UZIFOA, EHAGEZ, ... (9 more)","Pt(6), Cu(3), Ru(2), Os(1), Mo(1), ... (1 more)"
Ligand 2,unq_CSD-OMAPID-01-a,C8H7N1,1,C,0,True,66ec35577b18cfd4e5df06bb541eb857,1,OMAPID,Pd(1)
