,Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-PARVEK-03-a,C20H14N4O1,3,0,N-N-N,39,326.35900000000004,0.3616912774,False,True,12.182326455566688,1.9460306098884566,7302036f4561b4e6104b84801e37e5d7,2,"PARVEK, PARVEK",Fe(2)
Ligand 1,unq_CSD-PAGGIO-02-a,C20H17N3,2,0,N-N,40,299.37700000000007,0.1200972923,False,True,11.595958642992825,2.0755143093921253,74f4a4af65807dd3ba218bcf2c24c870,3,"PAGGIO, PAGGIO, PAGGIO",Ru(3)
Ligand 2,unq_CSD-PASREG-01-e,C6H16N2Si2,1,-2,N,26,172.37800000000004,0.1359173108,False,False,7.612781347838647,1.7705700155599609,2aca00ba74cb7b67803a922a379a4d72,8,"PASREG, PASRIK, YOXGEZ, IDADOI, IDADUO, ... (3 more)","Fe(4), W(3), Mo(1)"
