metal,dist_P,dist_N,dist_Br,dist_C,complex,P_N_bite_angle,homo,lumo,hlgap,metal_charge,dir
Pd,2.2759607011760705,2.242696342745643,2.4821899375877776,1.9871299596802448,DOMUBUDU_PN_Pd,83.72155479462592,-7.683898582925549,0.5971032671208576,8.281001850046406,-0.286425319,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/DOMUBUDU_PN_Pd
Pd,2.4132120276134756,2.1486169265102584,2.464712242772677,2.012460191905021,LORUSEXO_PN_Pd,91.74896415628977,-7.482234872263073,0.15233967955060987,7.634574551813683,-0.348806914,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/LORUSEXO_PN_Pd
Pd,2.2786809777991546,2.2669372665963228,2.48375690998585,2.0015114379581838,ULORUMES_PN_Pd,87.2134985628397,-7.079709805837708,0.30678969398632866,7.386499499824037,-0.397097074,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ULORUMES_PN_Pd
Pd,2.394607824194876,2.13903039324367,2.4472116065905976,2.0154535869496852,LETUGEYO_PN_Pd,84.71320839233341,-7.348530969901117,-0.4560188398397592,6.892512130061358,-0.310941919,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/LETUGEYO_PN_Pd
Pd,2.248481022633869,2.258549431204576,2.4990589960422778,1.9909497374970226,JOZAVEYO_PN_Pd,81.99068183039813,-7.3420758579281715,-0.0141869522815487,7.327888905646623,-0.397328045,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/JOZAVEYO_PN_Pd
Pd,2.4141030394951786,2.112912974829898,2.4525044746326903,2.0161374165003094,APEZANEY_PN_Pd,84.16904330986785,-7.412701239085418,0.7532416639157491,8.165942903001167,-0.360777213,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/APEZANEY_PN_Pd
Pd,2.30096581776825,2.2326875320675126,2.4830734317546,1.9888506194781057,EJOWAXAM_PN_Pd,82.64371483613294,-7.2686935825059695,-0.35933730033114814,6.909356282174821,-0.400217632,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/EJOWAXAM_PN_Pd
Pd,2.2714463998472034,2.3296519819740378,2.50740242978805,1.994682516850849,NUREWEVE_PN_Pd,92.99524137671241,-7.542986194184153,0.5351819916995543,8.078168185883708,-0.37422092,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/NUREWEVE_PN_Pd
Pd,2.3745114441941664,2.2718383969649074,2.4305558940193444,2.0099201745796638,ULUCAXUV_PN_Pd,83.83667918458285,-7.54224199001442,0.1754935621864534,7.717735552200874,-0.197595669,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ULUCAXUV_PN_Pd
Pd,2.2226256508594036,2.2749534910098097,2.505291658504502,1.999878361752098,JAFIHOWO_PN_Pd,78.69630087189846,-7.259922563974188,0.46360813594728173,7.7235306999214695,-0.455895374,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/JAFIHOWO_PN_Pd
Pd,2.260428275363958,2.3389442583681257,2.488076287822447,1.9855240729868748,EMUCARON_PN_Pd,83.65475021406121,-7.856292067933757,0.08225797996186515,7.938550047895622,-0.350931947,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/EMUCARON_PN_Pd
Pd,2.370556778394953,2.15406054036212,2.4576439176875264,2.016387262943999,AXARIWOQ_PN_Pd,89.36982583789045,-7.304079158779449,0.29244864643401447,7.596527805213463,-0.314494861,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AXARIWOQ_PN_Pd
Pd,2.440003561756936,2.141601618998695,2.459149530997803,2.006355934442028,IXIYETAX_PN_Pd,91.89537962292788,-7.413167533379634,0.2634558481974052,7.6766233815770395,-0.350304102,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/IXIYETAX_PN_Pd
Pd,2.4035018405496174,2.1807483752588173,2.4544825602807516,2.0183810221531338,ALUNOWAP_PN_Pd,88.58199597768335,-7.3679358711738185,0.7358662503262628,8.103802121500081,-0.345838829,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ALUNOWAP_PN_Pd
Pd,2.4618665346291793,2.1159339400798682,2.445324962915261,1.989675471558964,EBADAVIF_PN_Pd,67.60092145401369,-7.2528621075294195,0.7586586261742371,8.011520733703657,-0.216679678,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/EBADAVIF_PN_Pd
Pd,2.275274494861054,2.2448635202237104,2.5007768980731466,1.9921238499660832,UJIHEKOJ_PN_Pd,83.9920870106175,-7.487146608898754,-0.3764119927410313,7.110734616157722,-0.441065205,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UJIHEKOJ_PN_Pd
Pd,2.2233252623679056,2.193315690959609,2.485426070602629,2.0008121911874124,IFIYOKAM_PN_Pd,80.25512092306334,-7.314048457863292,0.562018493661136,7.876066951524428,-0.371871875,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/IFIYOKAM_PN_Pd
Pd,2.3957681341884123,2.152435128598452,2.453922445718344,2.0037346080392857,ABOYOFOP_PN_Pd,83.04778995767109,-7.365803233293295,-0.32645872528915587,7.039344508004139,-0.272139498,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ABOYOFOP_PN_Pd
Pd,2.448073160105741,2.125137122590156,2.449846498434451,2.004697031736039,ERIRECUF_PN_Pd,82.33740606185141,-7.378744532640913,0.7707038246796363,8.14944835732055,-0.285641357,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ERIRECUF_PN_Pd
Pd,2.3411177956922313,2.2512128396151705,2.4550369999046495,2.016514810544166,WIHECISI_PN_Pd,83.267149355369,-7.266224747963152,0.703742252433984,7.969967000397136,-0.325181274,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/WIHECISI_PN_Pd
Pd,2.4287479392890754,2.21119089360982,2.460246462335853,2.0063742651554373,IMIYOBOZ_PN_Pd,92.44631936921073,-7.383976928238023,0.5799677137271716,7.9639446419651945,-0.255835402,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/IMIYOBOZ_PN_Pd
Pd,2.4391479572386956,2.1046419703904857,2.459039938414101,2.011099049144698,ANUFIRUF_PN_Pd,87.14540546180724,-7.4024346011971325,-1.1580695210123566,6.244365080184776,-0.31020668,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ANUFIRUF_PN_Pd
Pd,2.444645016929644,2.1145497995978877,2.446427601239148,2.0043443796233573,LUXULUPA_PN_Pd,82.13195922953922,-7.230631739301436,-0.34185644806687016,6.888775291234566,-0.265810414,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/LUXULUPA_PN_Pd
Pd,2.4103273774956224,2.189545104504987,2.4449754540912454,2.0104442556463007,INAGEGEK_PN_Pd,85.91648847270552,-7.314374994483892,-0.10341356786940459,7.210961426614487,-0.39606023,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/INAGEGEK_PN_Pd
Pd,2.278115823651451,2.2523812057469472,2.495705692419298,1.995700687514854,UMEQAXUP_PN_Pd,92.24381470897104,-7.51938431772688,0.4041180481175783,7.923502365844458,-0.381142255,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UMEQAXUP_PN_Pd
Pd,2.4002521287484835,2.1972860424411267,2.454959595346796,2.012855577506308,AREPIDEZ_PN_Pd,80.95869641591587,-7.332389774939928,0.18765267680154277,7.520042451741471,-0.288928987,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AREPIDEZ_PN_Pd
Pd,2.4109384566393373,2.1701015211585344,2.4485097994657115,2.0033749084188135,MEQAGUQA_PN_Pd,81.98582254475191,-7.401196510388744,-1.3312072618919277,6.0699892484968165,-0.281266046,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/MEQAGUQA_PN_Pd
Pd,2.2977048337580364,2.2649199998541296,2.4826933998377543,1.9854798869603802,AYUKEGUQ_PN_Pd,80.92008498699488,-7.398431969724589,0.36032324228224927,7.758755212006839,-0.388598863,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AYUKEGUQ_PN_Pd
Pd,2.362555682447435,2.242860282813367,2.5188588042727944,1.9863594472787944,GEHUZIYU_PN_Pd,91.07350422403074,-7.316877598355556,-0.35438328808765435,6.9624943102679016,-0.480667418,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/GEHUZIYU_PN_Pd
Pd,2.3798417415931463,2.193597071450626,2.441358477037166,2.0010494689073175,BEKAQOVO_PN_Pd,81.98903302350324,-7.447430395117337,0.3385147403201124,7.78594513543745,-0.230594866,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/BEKAQOVO_PN_Pd
Pd,2.2727385978623666,2.3195351964655098,2.4936918775688524,1.9868049266368362,NOSENAKO_PN_Pd,84.06957525943412,-7.627619424926054,0.6299590580701475,8.257578482996202,-0.414133831,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/NOSENAKO_PN_Pd
Pd,2.2790564792932915,2.2348274800952117,2.4735807885926007,1.992346874472006,ITEPUFIZ_PN_Pd,80.68890747447259,-7.429434689842219,0.34735786085886083,7.776792550701081,-0.417108731,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ITEPUFIZ_PN_Pd
Pd,2.341832689649549,2.151068303533355,2.4464131466407313,2.006911303561374,LEVOZASA_PN_Pd,81.27552665035434,-7.368785383403694,0.2814681369069127,7.650253520310606,-0.269872914,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/LEVOZASA_PN_Pd
Pd,2.379500780533678,2.1492517835914553,2.4581396589377404,2.011685771012853,OREMISUF_PN_Pd,88.84833963226045,-7.500169651247063,-0.1554963830769174,7.344673268170146,-0.369947331,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OREMISUF_PN_Pd
Pd,2.4440842127245825,2.199489233511971,2.441692430077559,2.001454365720705,UHIYEMEG_PN_Pd,79.06407200801469,-7.446906412686813,-0.6582711137128964,6.788635298973917,-0.302499198,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UHIYEMEG_PN_Pd
Pd,2.4026831462728735,2.0918419969936872,2.4467730984023794,2.0077155620768847,AKAGUZES_PN_Pd,79.47813533258218,-7.40065625554996,0.7371055792526726,8.137761834802633,-0.224272793,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AKAGUZES_PN_Pd
Pd,2.2491794352940633,2.3667842819454883,2.4882711090599834,1.9839635267627331,VUDIKIGO_PN_Pd,81.72353141989213,-7.4921610957243825,0.461106144331782,7.953267240056165,-0.345170854,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/VUDIKIGO_PN_Pd
Pd,2.274526500653587,2.2474411895251043,2.4888241656757883,1.9894407987424585,ACUCONAB_PN_Pd,82.69638031671519,-7.469903761013817,-0.36965600448358743,7.100247756530229,-0.410648506,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ACUCONAB_PN_Pd
Pd,2.398448716932067,2.161538341531121,2.4466765108702155,2.0090409280565833,GUKUCUNO_PN_Pd,86.15848000233663,-7.309478496223839,-0.5838724794533839,6.725606016770455,-0.349189507,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/GUKUCUNO_PN_Pd
Pd,2.445663169897723,2.258556288942896,2.4396019360667736,1.9881996938643829,OTATEBOF_PN_Pd,67.35148364059833,-7.394755303433558,0.7305704113849095,8.125325714818468,-0.274658505,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OTATEBOF_PN_Pd
Pd,2.2922883635243063,2.224564928353853,2.501490297598735,1.993266380342674,AYUWUQUS_PN_Pd,85.69187927891026,-7.470994502172161,0.61071518016848,8.081709682340641,-0.406451607,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AYUWUQUS_PN_Pd
Pd,2.4134178226000413,2.2559511426618646,2.4541154776766327,2.0051657174570714,QUHIXUGA_PN_Pd,90.57029673912217,-7.4394573776635315,0.6059533374473477,8.04541071511088,-0.346007269,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/QUHIXUGA_PN_Pd
Pd,2.420679917414711,2.230383356658795,2.458190060145062,2.004465457070553,OPEFIQUT_PN_Pd,92.10571900664081,-7.409706326835431,0.6087337695603717,8.018440096395802,-0.319099033,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OPEFIQUT_PN_Pd
Pd,2.4128377892397634,2.196752369009825,2.446047642379418,2.008317979932639,ISOPASUK_PN_Pd,77.83928100422614,-7.354563625121163,-0.3993590707552918,6.955204554365871,-0.251290186,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ISOPASUK_PN_Pd
Pd,2.258305573043479,2.239481705375031,2.4889663816056977,1.9910421748277003,ESELOQUM_PN_Pd,82.50323184653858,-7.598743546663929,-0.6647149166342157,6.934028630029713,-0.380512787,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ESELOQUM_PN_Pd
Pd,2.2898269099166013,2.1832662069160245,2.47999068475024,1.9918113320877324,ILAQUFAB_PN_Pd,81.50321150999187,-7.426083199602537,0.6141252374722064,8.040208437074744,-0.329032387,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ILAQUFAB_PN_Pd
Pd,2.2843179935952675,2.14730743012145,2.506698259490264,1.9915048018241146,HOLELEPU_PN_Pd,80.63243034362262,-7.653726109377178,0.5401056578064404,8.19383176718362,-0.342317541,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/HOLELEPU_PN_Pd
Pd,2.260203163992046,2.2743873601505387,2.497354067245291,1.9919631876022552,AWASEPIX_PN_Pd,90.37881423434936,-7.521374667274976,0.45637588042300026,7.977750547697976,-0.403989303,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AWASEPIX_PN_Pd
Pd,2.2750308871094935,2.255390744940624,2.4892055953747323,1.989787764919011,YEHUSEFA_PN_Pd,82.49459971280416,-7.469388839974515,-0.2691868962351497,7.200201943739366,-0.422342717,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/YEHUSEFA_PN_Pd
Pd,2.289332251145381,2.264299119748673,2.5068482240331016,1.9946674841401872,UHATEYUB_PN_Pd,91.56178748235288,-7.54699908434886,0.595030284759779,8.14202936910864,-0.411056803,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UHATEYUB_PN_Pd
Pd,2.3632853667299454,2.262660505328033,2.442424521075376,2.0067858143332122,OQETIPAC_PN_Pd,83.15007486141053,-7.497447505920816,0.6126591125359588,8.110106618456774,-0.200277005,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OQETIPAC_PN_Pd
Pd,2.268786323797821,2.327706172348478,2.488646360095664,1.9803888662625233,RAPOBEGO_PN_Pd,79.4232354212486,-7.616528227647984,0.24743361787417484,7.863961845522159,-0.325608965,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/RAPOBEGO_PN_Pd
Pd,2.421749010098695,2.1655750297183243,2.4433231926511363,2.0098663713549643,UTIKIFIG_PN_Pd,83.335322256227,-7.303365703474823,-0.018829259415441262,7.284536444059381,-0.338298962,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UTIKIFIG_PN_Pd
Pd,2.3449571136206298,2.1995016314810574,2.485213483797649,1.9821630313388718,OHAXOMAP_PN_Pd,87.02854329973312,-7.4270844153040665,0.08963227374594453,7.5167166890500114,-0.419697093,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OHAXOMAP_PN_Pd
Pd,2.27763686476972,2.1865693720593975,2.514586450672616,1.98993619353457,YIVEHERE_PN_Pd,84.28099250618239,-7.601093712356543,0.3015835546546541,7.902677267011197,-0.440768586,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/YIVEHERE_PN_Pd
Pd,2.323633369929826,2.2708870140619046,2.4610104973338407,1.9803162698086867,EPESUZUF_PN_Pd,80.86528313166293,-7.343905986841094,-0.5959123418061748,6.747993645034919,-0.352294773,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/EPESUZUF_PN_Pd
Pd,2.2690599162560674,2.3237177243484846,2.4861896345092407,1.9869891565974085,OPOGUTAL_PN_Pd,84.13535833740262,-7.6142663628998575,0.6411829571096905,8.255449320009548,-0.34638853,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OPOGUTAL_PN_Pd
Pd,2.288434432067145,2.223922066437501,2.4860723161042526,1.9917691422537527,OJUFEHUL_PN_Pd,89.01492824017888,-7.356549321522416,0.719225998563257,8.075775320085674,-0.467307619,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OJUFEHUL_PN_Pd
Pd,2.282525068667985,2.2548525458415436,2.477865220804318,1.9940434578702733,VIQUYUWI_PN_Pd,86.13851538205928,-7.358856493226649,-0.5452567457850204,6.8135997474416286,-0.454009537,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/VIQUYUWI_PN_Pd
Pd,2.3980381174447625,2.2511125060452364,2.451650825360754,2.0090972615562452,IHETAQOK_PN_Pd,83.27182903737562,-7.439113371333729,0.6847822981239283,8.123895669457657,-0.299785933,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/IHETAQOK_PN_Pd
Pd,2.3520967855567805,2.167246578466031,2.4452043360154665,2.008718807459385,ONAHUREN_PN_Pd,82.52207190403479,-7.423194003583468,-0.7859411472270348,6.637252856356433,-0.215746101,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ONAHUREN_PN_Pd
Pd,2.3332552714232775,2.2337110185598936,2.463424758041836,1.9770472111955844,ODILICEX_PN_Pd,68.03514665402834,-7.371557080662117,0.7681711250161075,8.139728205678225,-0.333864299,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ODILICEX_PN_Pd
Pd,2.4038356864415236,2.2309362950922536,2.4507782192007412,2.0077986461222292,KEJOTUPA_PN_Pd,84.14361588064271,-7.364419262249652,0.7876902760100792,8.152109538259731,-0.22630972,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/KEJOTUPA_PN_Pd
Pd,2.394841046244399,2.1435617784078187,2.4475122958291804,2.0102514767474697,VEWAXAJU_PN_Pd,86.06600097228414,-7.285886878458731,-0.40826375705271584,6.877623121406016,-0.354178972,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/VEWAXAJU_PN_Pd
Pd,2.293727931576653,2.22556810916342,2.5085306630645774,2.0025100011063826,YOTAPIKU_PN_Pd,93.76522434214965,-7.1321564851553765,0.16007647905250372,7.29223296420788,-0.518554131,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/YOTAPIKU_PN_Pd
Pd,2.3298430400838184,2.1249619017964574,2.455806570492921,2.0080852541405805,HENUBUNA_PN_Pd,80.34266664047568,-7.205143923380504,0.6894128404699172,7.894556763850422,-0.263154635,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/HENUBUNA_PN_Pd
Pd,2.374965805136603,2.204717983531846,2.4516308499387436,2.0104111771853606,AGOYOLAB_PN_Pd,91.67208067831373,-7.372139159399721,0.255758339214385,7.6278974986141055,-0.278788501,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AGOYOLAB_PN_Pd
Pd,2.4139806006694857,2.146109456648856,2.461971786757963,2.009804983092753,PEJOYAGI_PN_Pd,88.36561855204597,-7.27124913973294,0.7807362051963024,8.051985344929243,-0.297216731,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/PEJOYAGI_PN_Pd
Pd,2.3821855376922603,2.2688127528989326,2.444537861463284,2.0047976788990907,ADEBUCAK_PN_Pd,85.21274176825463,-7.356691528220686,-0.1527929159174827,7.203898612303203,-0.285489027,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ADEBUCAK_PN_Pd
Pd,2.3841362481371697,2.1477684433052704,2.45907329258168,2.0160760217251146,UYIFAXEQ_PN_Pd,94.46024806379835,-7.545429422813636,0.7957341246991696,8.341163547512807,-0.133016478,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UYIFAXEQ_PN_Pd
Pd,2.3526675344243255,2.292152342037918,2.441187770674616,2.011170669158423,VENIVIGU_PN_Pd,81.28240823935715,-7.403918519658065,0.4187682387731685,7.822686758431233,-0.275327146,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/VENIVIGU_PN_Pd
Pd,2.4204071760058232,2.1148874347430215,2.4750030254104325,2.001949513180464,OMORACUK_PN_Pd,86.19240050328277,-7.247892628334663,0.237030422915383,7.484923051250046,-0.272333754,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OMORACUK_PN_Pd
Pd,2.3560604520076023,2.1323594232830696,2.447425260428632,2.007923062457304,VAJAREWA_PN_Pd,78.68452807698677,-7.135626426554182,0.7627749713037673,7.898401397857949,-0.233915599,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/VAJAREWA_PN_Pd
Pd,2.43631201359455,2.1703608123918636,2.438281980216889,1.9914481706943266,AYEYERUV_PN_Pd,79.81892916728329,-7.588040873541604,-0.4682391300022626,7.119801743539341,-0.291109024,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/AYEYERUV_PN_Pd
Pd,2.2988208529991474,2.2346596519621227,2.487482140629061,1.995234369878156,GINAXOCI_PN_Pd,92.25897379014135,-7.309900327114884,-0.5638588105166215,6.746041516598263,-0.497489055,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/GINAXOCI_PN_Pd
Pd,2.27678007028019,2.200699690684321,2.4989090028116343,2.003843016267787,GEJOBEDI_PN_Pd,87.19906979584532,-7.367835842122375,0.27276723395098956,7.640603076073364,-0.328963622,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/GEJOBEDI_PN_Pd
Pd,2.368002748806955,2.1655133985371275,2.4485157828684168,2.008219183220596,IVOGOHIL_PN_Pd,82.1483391306631,-7.0835441893164885,0.24559001714874146,7.32913420646523,-0.273338237,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/IVOGOHIL_PN_Pd
Pd,2.2951824972699737,2.222914691822848,2.4916838386323996,1.9951414026641212,OZUQEJOK_PN_Pd,92.63879419556304,-7.378983258121957,0.7763858040594032,8.15536906218136,-0.427952203,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OZUQEJOK_PN_Pd
Pd,2.4257966975379563,2.1739029402524075,2.461906299031244,2.0058611155173085,UNOWAZOD_PN_Pd,92.91634641001272,-7.327673171146441,0.17177797790041027,7.499451149046851,-0.346112876,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UNOWAZOD_PN_Pd
Pd,2.2654431983933803,2.3011368645790533,2.4899762640965295,1.9843794908129773,OFIPUWUY_PN_Pd,83.49038946228087,-7.552548764695653,-0.7357526563993716,6.816796108296281,-0.442978115,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OFIPUWUY_PN_Pd
Pd,2.427677281030104,2.1604110853750673,2.4439901001056623,2.013004023779375,GEFOFUZA_PN_Pd,80.96170472254974,-7.510513052452573,-0.2885646538791493,7.221948398573424,-0.30754419,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/GEFOFUZA_PN_Pd
Pd,2.272112831236236,2.3192009261021154,2.4795490092928585,1.9900630512498665,DINOMISE_PN_Pd,82.60762121964923,-7.515609636026899,0.5126388177158681,8.028248453742767,-0.379271505,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/DINOMISE_PN_Pd
Pd,2.3944310174213905,2.2140691944562634,2.4419241762863684,2.004011374406303,EZEMUPOW_PN_Pd,77.8680522293816,-7.30715782767262,-0.6971951741429846,6.609962653529636,-0.270470384,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/EZEMUPOW_PN_Pd
Pd,2.2732647793196703,2.33249178807509,2.5016302415362457,1.9911538289281772,DIPAVISA_PN_Pd,89.83812156349441,-7.469934047285377,0.692813545220602,8.162747592505978,-0.391618627,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/DIPAVISA_PN_Pd
Pd,2.3949600955346053,2.153762451806949,2.4542752707983495,2.0132011563636985,ADATOLUP_PN_Pd,90.1843689025164,-7.370019120390476,0.7547518712957776,8.124770991686255,-0.331328033,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ADATOLUP_PN_Pd
Pd,2.386331594142089,2.2005043033595975,2.451559156482343,2.009232772094762,PARAVAQU_PN_Pd,89.22146944724506,-7.299870782024541,0.2638937623775841,7.563764544402126,-0.257782992,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/PARAVAQU_PN_Pd
Pd,2.3015103601636064,2.269009152312848,2.4815657054136535,1.9855005745479468,CERUHELE_PN_Pd,82.8609577703274,-7.413939057779958,0.3698768520846532,7.783815909864611,-0.395281168,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/CERUHELE_PN_Pd
Pd,2.4050390061784883,2.1444352073535824,2.457232392104693,2.012594576156601,UMOGALUJ_PN_Pd,91.1778182237059,-7.449123732397614,0.19719856482921103,7.646322297226825,-0.313930998,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/UMOGALUJ_PN_Pd
Pd,2.281611534311983,2.2264023313811987,2.499756081500902,2.0015697848020877,OYUKAKEH_PN_Pd,90.43272816498683,-7.472192347342061,-0.3797324973765581,7.092459849965502,-0.433959945,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/OYUKAKEH_PN_Pd
Pd,2.277493738065745,2.3779118539056445,2.4901111758502696,1.9798655412665154,ITISUYUL_PN_Pd,77.59819910757332,-7.421984784054616,-0.15405622106737385,7.267928562987242,-0.389692225,../output/gaussian_relaxed_complexes/batches/P_N_Donors_Pd_Metal_Centre/complexes/ITISUYUL_PN_Pd
