,Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-PACPEP-03-a,C14H10N2O2,3,-2,O-N-O,28,238.246,0.475986552,False,True,13.141956811677627,2.4062998577404144,87f909f80ab9500c263072cf98d79bfd,32,"PACPEP, TEHYEM, LOFTIJ, BIQCEM, BIQCEM, ... (27 more)","V(13), Mo(5), Cu(5), Ti(2), Mn(2), ... (5 more)"
Ligand 1,unq_CSD-PAZVUI-02-a,C10H10N4,2,0,N-N,24,186.218,0.4127306367,False,True,10.158304976717327,2.381162141630986,01dda603e5005066e42605820feb0991,12,"PAZVUI, LIDQAQ, MABWIW, MABWIW, QOPGIM, ... (7 more)","Cu(4), Ru(2), Ni(2), Os(2), Cd(1), ... (1 more)"
Ligand 2,unq_CSD-PAHWOL-01-b,C6H7N1,1,0,N,14,93.12899999999996,0.4689771424,False,True,5.6110883828362565,1.9514303625802272,9812d016313ed3086dd6f00c1bf74bea,131,"PAHWOL, PAHWOL, TECWEE, LIVMEJ, LONYIX, ... (126 more)","Pt(23), Cu(21), Ag(16), Pd(16), Zn(14), ... (8 more)"
