Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences
unq_CSD-OZOWIK-01-c,C6H5,1,C,-1,True,302bb44378408cbea6071417f1fc7a16,1111
