,Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-PECTEW-03-a,C17H11N1,3,-2,N-C-C,29,229.282,0.899958107,False,True,11.18673926843743,2.0550074859382583,578e2a50c913a5569ac31b3d80265c91,33,"PECTEW, PECWOJ, TAMJIB, LIYRET, LUPYAY, ... (28 more)","Au(23), Pt(6), Pd(2), Os(1), Ir(1)"
Ligand 1,unq_CSD-OZUQOS-02-a,C10H8N2,2,0,N-N,20,156.188,0.7190596905,False,True,8.838104807027351,2.1295739078633638,55619172b4b4933ff13c1bd31c17e3a8,4820,"OZUQOS, OZUQOS, OZUQOS, PACDIH, PACDIH, ... (4815 more)","Ru(1631), Cu(506), Ni(271), Co(228), Zn(220), ... (41 more)"
Ligand 2,unq_CSD-PAVZOE-01-b,C5H8N2,1,0,N,15,96.13299999999997,0.3845028696,False,True,6.218287630851439,2.12447698504832,fd92b629d189c4951ffbb7805fe1976b,297,"PAVZOE, PAVZOE, PAYZIA, SIPJUX, SIPJUX, ... (292 more)","Cu(76), Pd(39), Re(29), Co(27), Pt(18), ... (20 more)"
