,Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-PACPEP-03-a,C14H10N2O2,3,-2,O-N-O,28,238.246,0.475986552,False,True,13.141956811677627,2.4062998577404144,87f909f80ab9500c263072cf98d79bfd,32,"PACPEP, TEHYEM, LOFTIJ, BIQCEM, BIQCEM, ... (27 more)","V(13), Mo(5), Cu(5), Ti(2), Mn(2), ... (5 more)"
Ligand 1,unq_CSD-PABYUO-02-a,C10H9N3,2,0,N-N,22,171.203,0.3344006698,False,True,8.985780399052718,2.0911737678654627,cca96214ddc8c5bf085878bde98cf1a2,403,"PABYUO, PECVOJ, PEZXEY, PEZXEY, PEZXIC, ... (398 more)","Cu(131), Co(40), Ni(39), Ru(36), Zn(30), ... (14 more)"
Ligand 2,unq_CSD-PAFCIJ-01-b,C2H3N1,1,0,N,6,41.053000000000004,0.4931114442,False,False,3.1726348198303573,2.050467434513408,2d7dc351d5610f51ec03c0d8c43d387b,4908,"PAFCIJ, PAFGAG, PAGLER, PAHNAQ, PAJSEB, ... (4903 more)","Ru(986), Fe(570), Cu(552), Ni(480), Pd(415), ... (41 more)"
