,Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
Ligand 0,unq_CSD-DELZIH-03-a,C8H9N3S2,3,S-N-C,-2,True,dab120ad7e209475a0f15127007072d9,4,"DELZIH, DELZON, OXUZEN, OXUZEN01","Pd(2), Pt(1), Au(1)"
Ligand 1,unq_CSD-SIMFOL-02-a,C11H10N2,2,N-N,0,True,dd81f2aa2f128874f8dd2afe52d7ad93,16,"SIMFOL, CASYEB, MPYHGA10, GIYPEM, VAMYUF, ... (11 more)","Pt(6), Cu(2), Ru(2), Pd(2), Re(1), ... (3 more)"
Ligand 2,unq_CSD-SUZVOB-01-c,C10H10N2,1,N,0,True,a0e3b90d431a3c6849c9c4720b48f073,44,"SUZVOB, SUZVOB, SUZVOB, SUZVOB, SUZVUH, ... (39 more)","Co(19), Ni(8), Mn(6), Pd(4), Cd(3), ... (3 more)"
