Ligand ID,Stoichiometry,Denticity,Donors,Predicted Charge,Confident Charge,Graph ID,CSD Occurrences
unq_CSD-OZUJID-01-a,Br1,1,Br,-1,True,382b07ec1446fddc75f0d2acb55b6e09,14782
